MeshID	DrugBankIDs
MESH:C006034	DB09013
MESH:C539549	DB12263
MESH:C001495	DB13673
MESH:C487081	DB05015
MESH:C116963	DB12459
MESH:D001534	DB13740
MESH:C411345	DB09258
MESH:D001535	DB09023
MESH:C044946	DB00542
MESH:C052133	DB14125
MESH:D001537	DB13488
MESH:D000069461	DB06769
MESH:C000123	DB13501
MESH:D001539	DB00436
MESH:C001584	DB09022
MESH:C061004	DB09231
MESH:C002875	DB09246
MESH:C084830	DB13657
MESH:C011677	DB04812
MESH:C005298	DB00892
MESH:D001544	DB12867
MESH:C013835	DB11748
MESH:C477447	DB13309
MESH:D001545	DB12783
MESH:C006129	DB14719
MESH:C006717	DB00522
MESH:D001546	DB11306|DB13654
MESH:C006691	DB00516
MESH:D001548	DB11105
MESH:C032157	DB03127
MESH:D001553	DB12319
MESH:C425152	DB03848
MESH:D001558	DB11125
MESH:C031000	DB02962
MESH:C058702	DB13277
MESH:D001566	DB01086
MESH:C100247	DB09021
MESH:D001569	DB12537
MESH:C105430	DB04179
MESH:C006696	DB01924
MESH:D019817	DB03793
MESH:D001573	DB14020
MESH:C029755	DB00868
MESH:C009999	DB11989
MESH:C047723	DB01878
MESH:C004463	DB00562
MESH:C005618	DB01515
MESH:D001585	DB09096
MESH:D001589	DB00865
MESH:C100234	DB00767
MESH:D001590	DB00245
MESH:D001591	DB09084
MESH:D019905	DB06770
MESH:C030796	DB02464
MESH:C006723	DB00676
MESH:C075895	DB09182
MESH:C057775	DB14176
MESH:C019269	DB13804
MESH:C108476	DB04890
MESH:D015764	DB01244
MESH:C072197	DB06761
MESH:C048081	DB05229
MESH:D001599	DB04115
MESH:C068336	DB14335
MESH:D001603	DB12993
MESH:C522124	DB06771
MESH:D015091	DB03107
MESH:C514656	DB15590
MESH:D019207	DB06755
MESH:C031215	DB03995
MESH:C092028	DB06177
MESH:C010730	DB04564
MESH:D001621	DB06698
MESH:C004961	DB15344
MESH:C024584	DB02978
MESH:D001622	DB06756
MESH:C014638	DB11948
MESH:D001623	DB00443
MESH:C028994	DB14669
MESH:D019324	DB06732
MESH:C010789	DB15574
MESH:C017704	DB02839
MESH:C026609	DB12700
MESH:C049788	DB02156
MESH:D015784	DB00195
MESH:D001625	DB00272
MESH:D018723	DB01019
MESH:D001627	DB00217
MESH:C543086	DB12364
MESH:C002070	DB12480
MESH:C021148	DB01295
MESH:C479935	DB06581
MESH:C000002	DB13542
MESH:D000077610	DB00307
MESH:D001629	DB01393
MESH:C004461	DB01459
MESH:C505954	DB12569
MESH:C541363	DB12062
MESH:C065257	DB13028
MESH:C006748	DB13818
MESH:C053541	DB01128
MESH:C018139	DB13566
MESH:C034438	DB04889
MESH:C000620396	DB11799
MESH:D001640	DB11562
MESH:C004538	DB13575
MESH:C031906	DB13550
MESH:C099952	DB15056
MESH:C509981	DB04888
MESH:C036596	DB04794
MESH:C445659	DB11591
MESH:D001664	DB02073
MESH:C579663	DB11700
MESH:D000069580	DB00905
MESH:C108730	DB06258
MESH:C496819	DB06197
MESH:C079489	DB12739
MESH:C581313	DB11967
MESH:C101949	DB04853
MESH:C018465	DB13746
MESH:C004541	DB15334
MESH:D001708	DB03886
MESH:D001710	DB00121
MESH:D001712	DB00810
MESH:C012776	DB07477
MESH:C106077	DB04851
MESH:C582429	DB11782
MESH:C001589	DB14174
MESH:C118220	DB06111
MESH:C004497	DB13153
MESH:D001726	DB09020
MESH:C439083	DB11206
MESH:C028508	DB11281
MESH:C002170	DB13909
MESH:C010804	DB13209
MESH:C015715	DB01294
MESH:D017298	DB00612
MESH:C030065	DB14654
MESH:D001735	DB04813
MESH:C011685	DB00901
MESH:C074619	DB00006
MESH:C000589735	DB15200
MESH:C072257	DB12352
MESH:D001761	DB00290
MESH:C052656	DB12992
MESH:C079310	DB09223
MESH:C403084	DB06519
MESH:C436443	DB12619
MESH:C473731	DB08827
MESH:C437188	DB12144
MESH:C509651	DB05532
MESH:C516977	DB07286
MESH:C552150	DB11665
MESH:C554092	DB11893
MESH:C545990	DB15399
MESH:C000606543	DB12006
MESH:C000627567	DB15193
MESH:C000631573	DB13126
MESH:C552092	DB06313
MESH:C568859	DB11660
MESH:C547640	DB01554
MESH:C414827	DB01471
MESH:C013915	DB01541
MESH:C001371	DB14639
MESH:D001839	DB11724
MESH:C006787	DB02982
MESH:C036007	DB08807
MESH:C079363	DB11238
MESH:C032688	DB11326
MESH:C006088	DB13619
MESH:C071528	DB14665
MESH:D001895	DB11203
MESH:D000069286	DB00188
MESH:C000654191	DB15498
MESH:D000077300	DB00559
MESH:C471992	DB06616
MESH:D019274	DB00083
MESH:C000625859	DB15158
MESH:C014926	DB13435
MESH:D001920	DB12126
MESH:C415103	DB04857
MESH:C512121	DB04887
MESH:D020126	DB07348
MESH:C476721	DB11653
MESH:D000079963	DB08870
MESH:C046943	DB03523
MESH:C045166	DB01158
MESH:C000625635	DB11859
MESH:C000591922	DB09128
MESH:C065913	DB09172
MESH:C000598580	DB12267
MESH:C000611530	DB12997
MESH:D000068438	DB00484
MESH:C111827	DB01194
MESH:C509922	DB11865|DB11958
MESH:C482793	DB05541
MESH:C020235	DB03312
MESH:C037079	DB13795
MESH:C038213	DB13876
MESH:C004264	DB07492
MESH:D001960	DB01558
MESH:C053083	DB00963
MESH:D001964	DB09019
MESH:D001968	DB13370
MESH:D001971	DB01200
MESH:D001973	DB12028
MESH:C011410	DB01237
MESH:C015044	DB03054
MESH:C013855	DB09018
MESH:C006820	DB12401
MESH:D001977	DB00835
MESH:C006827	DB13960
MESH:C455279	DB06598
MESH:C020960	DB09017
MESH:C012222	DB14720
MESH:C002276	DB13536
MESH:C046785	DB11752
MESH:C000602034	DB05226
MESH:C023637	DB13278
MESH:C026535	DB12160
MESH:C024307	DB12752
MESH:D003994	DB13242
MESH:C046894	DB00354
MESH:D019819	DB01222
MESH:C545283	DB05519
MESH:C026710	DB13502
MESH:D002019	DB13346
MESH:C010651	DB13510
MESH:D002026	DB04830
MESH:D002027	DB01445
MESH:C010831	DB06726
MESH:C405349	DB02595
MESH:C100233	DB13286
MESH:D002034	DB00887
MESH:D002035	DB13652
MESH:C018176	DB12230
MESH:C044453	DB04814
MESH:D002045	DB00297
MESH:D002047	DB00921
MESH:D016642	DB01156
MESH:C100096	DB11378
MESH:D002064	DB06719
MESH:D002065	DB00490
MESH:D002066	DB01008
MESH:C073325	DB11502
MESH:C487162	DB15261
MESH:C067591	DB13681
MESH:C004470	DB00241
MESH:C004605	DB11148
MESH:C008337	DB13328
MESH:C084595	DB13213
MESH:C067594	DB01091
MESH:D019328	DB12870
MESH:C027712	DB01353
MESH:C017125	DB00639
MESH:C006845	DB11379
MESH:D002077	DB00611
MESH:C100242	DB09016
MESH:C002990	DB01826
MESH:C038091	DB14084
MESH:D002086	DB09300
MESH:C013334	DB13770
MESH:C006866	DB02121
MESH:C000610976	DB09173
MESH:D020148	DB03568
MESH:D002092	DB04250
MESH:C045010	DB06740
MESH:C487049	DB06194
MESH:C038360	DB05398
MESH:C552428	DB06772
MESH:D000077465	DB00248
MESH:C558660	DB08875
MESH:D002101	DB02994
MESH:C000591679	DB11847
MESH:D002104	DB14085
MESH:C031877	DB13452
MESH:C002749	DB12926
MESH:C040048	DB01880
MESH:D002110	DB00201
MESH:C075959	DB04886
MESH:C000595188	DB14730
MESH:D002112	DB00146
MESH:C055085	DB02300
MESH:D015740	DB06379
MESH:D002117	DB00136
MESH:D002118	DB01373
MESH:C120662	DB00258
MESH:C069207	DB14483
MESH:D002119	DB06724
MESH:D002122	DB01164
MESH:D019355	DB11093
MESH:D002125	DB11126
MESH:C110051	DB13231
MESH:C020243	DB11348
MESH:C031293	DB13829
MESH:D002133	DB15533
MESH:C487217	DB06231
MESH:C117342	DB06415
MESH:C073055	DB01564
MESH:C059041	DB02860
MESH:C084596	DB01489
MESH:D002159	DB11380
MESH:C510718	DB15493
MESH:C034532	DB13729
MESH:C067796	DB04501
MESH:D002164	DB01744|DB14156
MESH:D002166	DB04690
MESH:C004644	DB13738
MESH:D000068896	DB08907
MESH:C001926	DB02821
MESH:D002172	DB01833
MESH:C081643	DB13919
MESH:C077793	DB00796
MESH:D002174	DB01152
MESH:C062766	DB00616
MESH:C060942	DB11623
MESH:C420268	DB05424
MESH:C117446	DB06441
MESH:C010695	DB14735
MESH:D002185	DB09061
MESH:C580853	DB14050
MESH:C037036	DB14734
MESH:D002187	DB14737
MESH:C555879	DB05048
MESH:C000357	DB14736
MESH:C100098	DB13756
MESH:D002191	DB09015
MESH:D002192	DB12221
MESH:D002193	DB12328
MESH:D000069287	DB01101
MESH:C575618	DB12218
MESH:C000613976	DB11791
MESH:C433874	DB08502
MESH:D002207	DB00314
MESH:D002211	DB06774
MESH:C470213	DB15398
MESH:C005563	DB11496
MESH:D002216	DB01197
MESH:C004519	DB11504
MESH:D002217	DB00411
MESH:D002220	DB00564
MESH:C070766	DB04261
MESH:D000077463	DB11129
MESH:C002942	DB13612
MESH:D002225	DB13677
MESH:C073338	DB09012
MESH:C041514	DB07301
MESH:C006698	DB13009
MESH:D002228	DB00578
MESH:C100244	DB09319
MESH:D002229	DB02329
MESH:C018861	DB11186
MESH:C020731	DB01282
MESH:D002230	DB00190
MESH:D002231	DB00389
MESH:C004649	DB00748
MESH:C059423	DB11383
MESH:D002245	DB09157
MESH:D002248	DB11588
MESH:D016190	DB00958
MESH:C062843	DB00429
MESH:D002261	DB04657
MESH:C062058	DB11960
MESH:C003853	DB02426
MESH:D002266	DB11059
MESH:C084812	DB13817
MESH:D002271	DB13406
MESH:C100249	DB13625
MESH:D002323	DB13506
MESH:C017114	DB01535
MESH:C524865	DB08889
MESH:C093373	DB06468
MESH:C533287	DB06016
MESH:D002328	DB00395
MESH:C552198	DB12268
MESH:D002330	DB00262
MESH:D002331	DB00583
MESH:D002336	DB11695
MESH:C000957	DB13835
MESH:C006919	DB09254
MESH:C007005	DB00821
MESH:D002351	DB15304
MESH:D002354	DB00521
MESH:D002355	DB09009
MESH:C044145	DB13553
MESH:D000077261	DB01136
MESH:C531951	DB06634
MESH:D000077336	DB00520
MESH:C037806	DB01816
MESH:D002368	DB11113
MESH:D002392	DB12039|DB14086
MESH:C034221	DB02232
MESH:C023665	DB01560
MESH:C000626473	DB14775
MESH:C000628114	DB15286
MESH:C574454	DB12076
MESH:C528306	DB12304
MESH:C000601736	DB12570
MESH:C525250	DB12432
MESH:C583420	DB15250
MESH:C096753	DB05793
MESH:C584644	DB05092
MESH:C562356	DB12113
MESH:C000607191	DB12694
MESH:C500926	DB04849
MESH:D002433	DB00833
MESH:D002434	DB01140
MESH:D002435	DB01326
MESH:C012810	DB14725
MESH:D002436	DB13266
MESH:C021341	DB13778
MESH:D002437	DB01327
MESH:C035978	DB13638
MESH:D000077525	DB00535
MESH:C073460	DB01066
MESH:D000077723	DB01413
MESH:C047444	DB13504
MESH:C000612166	DB14879
MESH:D020682	DB00671
MESH:D015281	DB00267
MESH:D015311	DB00274
MESH:C046079	DB09062
MESH:C033356	DB13470
MESH:D015790	DB01328
MESH:D002438	DB01329
MESH:C012653	DB00923
MESH:D002439	DB00493
MESH:D015313	DB01330
MESH:D015310	DB00229
MESH:D002440	DB01331
MESH:C070918	DB13667
MESH:C036666	DB00430
MESH:C038950	DB13682
MESH:C053268	DB01416
MESH:C052018	DB01150
MESH:C012671	DB11367
MESH:D002441	DB13499
MESH:C515501	DB06590
MESH:D002442	DB00438
MESH:C012811	DB13821
MESH:D000077722	DB01415
MESH:C053503	DB11485
MESH:D015296	DB01332
MESH:C443755	DB04918
MESH:C505439	DB14733
MESH:C519491	DB09050
MESH:D002443	DB01212
MESH:D002444	DB01112
MESH:D000068579	DB00482
MESH:C070715	DB06580
MESH:D017272	DB04846
MESH:D002475	DB02061
MESH:C048468	DB02717
MESH:C575835	DB11777
MESH:C000647429	DB13926
MESH:C570305	DB15455
MESH:C000654784	DB06119
MESH:C000611391	DB13060
MESH:C000597465	DB14882
MESH:D002505	DB01414
MESH:D002506	DB00567
MESH:D002507	DB00689
MESH:C012813	DB11385
MESH:D002509	DB09008
MESH:C025163	DB03313
MESH:D002512	DB00456
MESH:D002514	DB01139
MESH:D002515	DB01333
MESH:C586847	DB09063
MESH:C086276	DB00439
MESH:C403769	DB09261
MESH:D002569	DB01034
MESH:D002108	DB00403
MESH:D002586	DB15392
MESH:C405499	DB06419
MESH:C006955	DB13753
MESH:C520092	DB06586
MESH:D017332	DB00341
MESH:D000077286	DB01718
MESH:C062876	DB00050
MESH:C005031	DB09494
MESH:D002594	DB11073
MESH:C059240	DB00185
MESH:C521494	DB12533
MESH:C000599293	DB12399
MESH:C523750	DB12347
MESH:C515675	DB05722
MESH:C054846	DB04220
MESH:C559137	DB13051
MESH:D002606	DB09278
MESH:D002635	DB06777
MESH:D048271	DB11234|DB14155
MESH:C041161	DB04194
MESH:D002697	DB01563
MESH:D002699	DB00291
MESH:D002701	DB00446
MESH:C030578	DB14658
MESH:C026016	DB07565
MESH:C084597	DB08936
MESH:C010431	DB13516
MESH:C013434	DB01511
MESH:D002707	DB00475
MESH:D002710	DB00878
MESH:C022842	DB14150
MESH:D002713	DB11109
MESH:C025109	DB12453
MESH:C001599	DB13210
MESH:D002715	DB13528
MESH:D002717	DB00534
MESH:D002719	DB06470
MESH:D002720	DB01178
MESH:C006971	DB13611
MESH:D002724	DB11386
MESH:D002725	DB11387
MESH:D002726	DB12029
MESH:D000077194	DB02133
MESH:C037184	DB04506
MESH:C004616	DB01161
MESH:C004664	DB08800
MESH:D002738	DB00608
MESH:D002740	DB00880
MESH:C091539	DB05462|DB15210
MESH:D002741	DB00269
MESH:C004357	DB01243
MESH:C007027	DB11121
MESH:D002743	DB00856
MESH:C015071	DB14656
MESH:D002744	DB01114
MESH:C100100	DB09007
MESH:D002745	DB01556
MESH:C054028	DB13382
MESH:C007030	DB12314
MESH:D002746	DB00477
MESH:D002747	DB00672
MESH:D002749	DB01239
MESH:D002750	DB13306
MESH:D002751	DB09093
MESH:D002752	DB00310
MESH:D002753	DB00356
MESH:D002762	DB00169
MESH:D002766	DB08862
MESH:D002784	DB04540
MESH:C021976	DB02092
MESH:C007045	DB01990
MESH:D019826	DB02659
MESH:D002794	DB00122
MESH:C017959	DB01401
MESH:C015075	DB14006
MESH:C012839	DB01303
MESH:D002809	DB09301
MESH:C586099	DB15321
MESH:C022990	DB09129
MESH:D002857	DB11136
MESH:C041167	DB14527
MESH:D002866	DB13279
MESH:C043561	DB15581
MESH:C002101	DB01683
MESH:C576178	DB13006
MESH:C120481	DB01410
MESH:C038068	DB12766
MESH:C014415	DB13465
MESH:C032821	DB13709
MESH:D000077768	DB01188
MESH:D000077404	DB00369
MESH:C525733	DB12151
MESH:C032151	DB13358
MESH:C039671	DB09201
MESH:C084473	DB04885
MESH:D015377	DB01597
MESH:D017315	DB01340
MESH:C045980	DB15565
MESH:C422910	DB11890
MESH:D020934	DB05344
MESH:C065927	DB09232
MESH:C433247	DB03849
MESH:D000077407	DB01166
MESH:D002927	DB00501
MESH:C016859	DB09271
MESH:C493522	DB05095
MESH:D000069449	DB01012
MESH:C071436	DB00587
MESH:C084834	DB13551
MESH:C020997	DB13342
MESH:C026896	DB12123
MESH:C045316	DB08810
MESH:C012843	DB14184
MESH:C020722	DB14186
MESH:D002936	DB00568
MESH:C053781	DB01594
MESH:D002937	DB00827
MESH:C018952	DB15467
MESH:C019304	DB09064
MESH:D002939	DB00537
MESH:C014282	DB09202
MESH:D020117	DB00604
MESH:C101584	DB00565
MESH:D002945	DB00515
MESH:C065593	DB04801
MESH:D015283	DB00215|DB01175
MESH:C000486	DB13442
MESH:C073341	DB04734
MESH:D019343	DB04272
MESH:D002956	DB00155
MESH:C572767	DB12209
MESH:C487952	DB12671
MESH:D017338	DB00242
MESH:D017291	DB01211
MESH:C496269	DB12499
MESH:D019818	DB00766
MESH:C109641	DB06677
MESH:C014417	DB13511
MESH:C024701	DB13512
MESH:D002974	DB00283
MESH:D002976	DB01407
MESH:C118563	DB04920
MESH:C034935	DB06683
MESH:C054940	DB00771
MESH:C108286	DB15580
MESH:C057477	DB14025
MESH:D002981	DB01190
MESH:C006231	DB09006
MESH:D007464	DB04815
MESH:D000078306	DB00349
MESH:C000490	DB13561
MESH:D002990	DB01013|DB11750
MESH:C017135	DB09004
MESH:C004686	DB00838|DB14652
MESH:D004002	DB00720
MESH:D000077866	DB00631
MESH:D002991	DB00845
MESH:C010432	DB04837
MESH:D002994	DB00636
MESH:C007089	DB13849
MESH:C018874	DB13237
MESH:C010434	DB13686
MESH:D002996	DB00882
MESH:D002997	DB01242
MESH:C007090	DB00453
MESH:D002998	DB01068
MESH:C000656631	DB14716
MESH:D003000	DB00575
MESH:D003002	DB09218
MESH:D003005	DB13792
MESH:D003006	DB01624|DB13841
MESH:C040282	DB09002
MESH:D000077144	DB00758
MESH:C011731	DB13843
MESH:D003008	DB11507
MESH:D003009	DB00628
MESH:C017137	DB13617
MESH:D003010	DB04017
MESH:C025945	DB13367
MESH:C002971	DB13291
MESH:C004665	DB13275
MESH:C006260	DB03966
MESH:C015675	DB11389
MESH:C076775	DB01521
MESH:C084602	DB13256
MESH:C084599	DB01559
MESH:D003022	DB00257
MESH:D045783	DB11338
MESH:D003023	DB01147
MESH:C005522	DB01553
MESH:D003024	DB00363
MESH:C477418	DB05854
MESH:C000592131	DB11706
MESH:D003033	DB11082
MESH:D003035	DB14574
MESH:C018021	DB14206
MESH:C000913	DB11191
MESH:D000069547	DB09065
MESH:C574276	DB05239
MESH:C581134	DB05514
MESH:D003042	DB00907
MESH:C077055	DB11350
MESH:C052387	DB11086
MESH:D000074263	DB14322
MESH:D003061	DB00318
MESH:D003060	DB11321
MESH:C542661	DB04049
MESH:D003065	DB01992
MESH:C052650	DB04036
MESH:C015084	DB03913
MESH:C024989	DB09270
MESH:C012852	DB15534
MESH:D003078	DB01394
MESH:D000069472	DB00930
MESH:D003084	DB00375
MESH:D005576	DB02587
MESH:C081581	DB09114
MESH:D003091	DB00803
MESH:C004691	DB01111
MESH:C569646	DB06342
MESH:C040105	DB12596
MESH:C012625	DB02715
MESH:C036978	DB14062
MESH:C106389	DB00872
MESH:C508420	DB09107
MESH:C004692	DB15594
MESH:C000589253	DB12483
MESH:D003300	DB09130
MESH:D019327	DB06778
MESH:C010896	DB01747
MESH:C031467	DB03727
MESH:C028026	DB04461
MESH:C058120	DB12156
MESH:C085671	DB09067
MESH:D003345	DB04652
MESH:D003348	DB01380|DB14681
MESH:C005924	DB13003
MESH:C406143	DB05806
MESH:D003366	DB01284
MESH:C000624433	DB15194
MESH:D003372	DB11390
MESH:C030123	DB04665
MESH:C004628	DB13912
MESH:C112776	DB13053
MESH:C433143	DB15205
MESH:C415766	DB02089
MESH:C500049	DB12640
MESH:C523579	DB05530
MESH:C568850	DB12109
MESH:D003401	DB00148
MESH:D003404	DB11846
MESH:C100173	DB13071
MESH:C577197	DB11832
MESH:D003407	DB13271
MESH:C077977	DB11143
MESH:C543085	DB05219
MESH:D000077547	DB08865
MESH:C010561	DB05974
MESH:C029036	DB11874
MESH:C000598757	DB05189|DB12925
MESH:D004205	DB01003
MESH:C005553	DB00265
MESH:C037886	DB15579
MESH:C106011	DB13098
MESH:C573959	DB05934
MESH:C540323	DB05625
MESH:C576940	DB11891
MESH:C029892	DB09131
MESH:C030973	DB11134
MESH:C028419	DB15535
MESH:D003474	DB11672
MESH:C551866	DB05205
MESH:C542518	DB05047
MESH:C000656258	DB15026
MESH:C028457	DB09000
MESH:D003484	DB02679|DB09116
MESH:D003493	DB01000
MESH:D003495	DB04838
MESH:C045337	DB04672
MESH:D000242	DB02527
MESH:D006152	DB02315
MESH:D003501	DB01176
MESH:C084639	DB13737
MESH:C004704	DB00924
MESH:C001383	DB13493
MESH:D003506	DB13472
MESH:C026009	DB14763
MESH:D003511	DB03703
MESH:C036468	DB02060
MESH:C400643	DB04664
MESH:D003515	DB04620
MESH:C487453	DB14124
MESH:C056471	DB09353
MESH:C013459	DB08999
MESH:D003518	DB13532
MESH:D003519	DB00979
MESH:D003520	DB00531
MESH:C030797	DB13984
MESH:D003523	DB00260
MESH:D016572	DB00091
MESH:C081986	DB04269
MESH:C004639	DB00606
MESH:C072247	DB12054
MESH:C007208	DB04627
MESH:C012262	DB00942
MESH:C052570	DB13828
MESH:D003529	DB13240
MESH:C017160	DB13721
MESH:C004641	DB01480
MESH:D003533	DB00434
MESH:D017373	DB04839
MESH:D003543	DB00847
MESH:D003545	DB00151
MESH:D003553	DB00138
MESH:C525491	DB05739
MESH:C543949	DB05147
MESH:D003561	DB00987
MESH:C014439	DB11392
MESH:D003562	DB02097
MESH:D003565	DB04555
MESH:D003566	DB12153
MESH:D003568	DB03403
MESH:D003570	DB02431
MESH:C004712	DB09028
MESH:D000069604	DB06695|DB14726
MESH:C561627	DB08912
MESH:D003606	DB00851
MESH:C549273	DB09102
MESH:C525726	DB11963
MESH:D003609	DB00970
MESH:C531198	DB11651
MESH:C004742	DB13182
MESH:C013908	DB02115
MESH:C469289	DB06219
MESH:C411602	DB12181
MESH:C001608	DB09189
MESH:C113826	DB01764
MESH:C035838	DB06754
MESH:D003613	DB01406
MESH:C000619914	DB11821
MESH:C581951	DB11922
MESH:C068581	DB11393
MESH:C553752	DB11779
MESH:C036851	DB04676
MESH:C004315	DB04816
MESH:D003620	DB01219
MESH:C523797	DB11778
MESH:C000610954	DB14825
MESH:C035289	DB00298
MESH:C481671	DB08639
MESH:C080598	DB04884
MESH:D003622	DB00250
MESH:D017576	DB00080
MESH:C529040	DB06311
MESH:C569750	DB12289
MESH:C432024	DB05155
MESH:C089948	DB14034
MESH:C101207	DB00496
MESH:C515055	DB06179
MESH:C034600	DB09234
MESH:C000607739	DB12941
MESH:D000069454	DB01264
MESH:C107831	DB04883
MESH:D000069439	DB01254
MESH:C000593718	DB12049
MESH:D026603	DB02655
MESH:D003630	DB00694
MESH:C553163	DB14956
MESH:C000612043	DB15311
MESH:C425904	DB12613
MESH:C029166	DB03052
MESH:C053770	DB11275
MESH:C527576	DB05049
MESH:D003634	DB13424
MESH:C025578	DB03938
MESH:D003894	DB00035
MESH:C004748	DB13798
MESH:D003642	DB13352
MESH:D003647	DB04840
MESH:C097660	DB04367
MESH:C033019	DB01245
MESH:C000858	DB13705
MESH:C017180	DB13600
MESH:C031071	DB03600
MESH:D000077209	DB01262
MESH:C072799	DB06421
MESH:D003667	DB11394
MESH:D003671	DB11282
MESH:C584510	DB12282
MESH:D000077588	DB01609
MESH:D000077543	DB08826
MESH:D003676	DB00746
MESH:C036901	DB04932
MESH:C021988	DB11921
MESH:C015102	DB02688
MESH:D003683	DB08830
MESH:D003685	DB11622
MESH:C007233	DB02514
MESH:C086742	DB13865
MESH:D003687	DB01708
MESH:D019314	DB05804
MESH:C477891	DB11943
MESH:C527966	DB11956
MESH:C047759	DB13312
MESH:D020008	DB00705
MESH:C000592437	DB14850
MESH:C000627008	DB13077
MESH:C100193	DB00944
MESH:D003707	DB00618
MESH:D003703	DB13318
MESH:C011214	DB13857
MESH:C033781	DB08998
MESH:C557897	DB14807
MESH:C506648	DB05932
MESH:C078456	DB00004
MESH:D003840	DB03619
MESH:C019323	DB01134
MESH:D003841	DB02594
MESH:D003843	DB03798
MESH:C024108	DB03326
MESH:D003846	DB13917
MESH:D003847	DB08831
MESH:C029603	DB02181
MESH:C012271	DB02380
MESH:D003857	DB02256
MESH:D003868	DB04209
MESH:C471996	DB11395
MESH:C060555	DB06512
MESH:C571878	DB06251
MESH:C004715	DB13567
MESH:C100104	DB01089
MESH:D000077335	DB01189
MESH:D003891	DB01151
MESH:C060225	DB11095
MESH:D003892	DB01078
MESH:C121345	DB00967
MESH:C065162	DB14071
MESH:D017135	DB00304
MESH:C000599494	DB01531
MESH:D003898	DB01260
MESH:C547292	DB05771
MESH:D003899	DB00547
MESH:D064791	DB06780
MESH:C114026	DB01873
MESH:C035999	DB01829
MESH:D000069468	DB06700
MESH:C041255	DB11556
MESH:C000609690	DB12161
MESH:D003907	DB01234
MESH:C079704	DB14703
MESH:C018038	DB14649
MESH:D003908	DB11487
MESH:C015121	DB00405
MESH:C018904	DB09555|DB13679
MESH:C099405	DB06236|DB12470
MESH:D003909	DB08997
MESH:D020372	DB01191
MESH:C539402	DB09213
MESH:C118296	DB09214
MESH:D064748	DB05351
MESH:C103490	DB04856
MESH:D020927	DB00633
MESH:D064699	DB06701
MESH:C007288	DB09357|DB11204
MESH:D064730	DB00380
MESH:C013471	DB13560
MESH:D003911	DB09255
MESH:C091377	DB06496
MESH:D003913	DB01576
MESH:D003915	DB00514
MESH:D003916	DB01529
MESH:D011431	DB00647
MESH:D003917	DB14682
MESH:D003918	DB00509
MESH:C010827	DB01209
MESH:C000607942	DB15235
MESH:C050007	DB03418
MESH:C025292	DB11994
MESH:D003960	DB03590
MESH:C004723	DB13858
MESH:D003961	DB12873
MESH:C475773	DB12125
MESH:D003973	DB00271
MESH:D003975	DB00829
MESH:C492422	DB12420
MESH:C044982	DB14173
MESH:D003981	DB01119
MESH:D003982	DB13270
MESH:C084605	DB13225
MESH:C100220	DB13466
MESH:C111178	DB12879
MESH:C407028	DB03682
MESH:C028000	DB14201
MESH:C012889	DB13671
MESH:D003991	DB04646
MESH:C053597	DB13548
MESH:D003992	DB00527
MESH:D003993	DB13716
MESH:C007333	DB01495
MESH:C012891	DB13918
MESH:D003999	DB08809
MESH:C008396	DB13269
MESH:C084581	DB12803
MESH:D004003	DB11396
MESH:D004005	DB01144
MESH:D004006	DB11397
MESH:C057884	DB11398
MESH:D004008	DB00586
MESH:D004009	DB00485
MESH:D001728	DB00266
MESH:D004025	DB00804
MESH:D016049	DB00900
MESH:C027118	DB04221
MESH:D004028	DB00890
MESH:C034731	DB14668
MESH:C023635	DB09123
MESH:D004043	DB10685
MESH:C099566	DB02138
MESH:C000597744	DB11269
MESH:D004049	DB00711
MESH:C015807	DB13181
MESH:D004053	DB00937
MESH:D004054	DB00255
MESH:C000657129	DB11938
MESH:C028777	DB13380
MESH:C100010	DB01501
MESH:C015136	DB13371
MESH:C014477	DB00223
MESH:C047225	DB11511
MESH:D004060	DB09095
MESH:D004061	DB00861
MESH:C015808	DB06781
MESH:D004074	DB01396
MESH:C007391	DB02935
MESH:D004076	DB03671
MESH:D004077	DB00390
MESH:D017323	DB00707
MESH:D004078	DB12945
MESH:C061532	DB12890
MESH:C039060	DB11638
MESH:C014481	DB01551
MESH:D025441	DB11273
MESH:D025442	DB13345
MESH:D025443	DB13385
MESH:D004087	DB00320
MESH:C010920	DB02015
MESH:C015144	DB03760
MESH:D004090	DB01565
MESH:D004096	DB11512
MESH:D004097	DB01070
MESH:D013196	DB02901
MESH:D004098	DB01775
MESH:D004099	DB04326
MESH:C001659	DB14232
MESH:D004109	DB13715
MESH:C574213	DB12140
MESH:C004932	DB08792|DB14638
MESH:D004110	DB00343
MESH:C015154	DB13482
MESH:C012621	DB13810
MESH:D004111	DB00985
MESH:C005016	DB01461
MESH:D004112	DB06782
MESH:C100110	DB08996
MESH:D004115	DB08801
MESH:C009146	DB13683
MESH:C100197	DB13494
MESH:C015831	DB14143
MESH:C015163	DB13282
MESH:D004126	DB01844
MESH:D000069462	DB08908
MESH:C025138	DB02083
MESH:C024629	DB13336
MESH:C025910	DB14090
MESH:D004121	DB01093
MESH:D004133	DB03608
MESH:C085079	DB13018
MESH:C002773	DB11284
MESH:C553669	DB12021
MESH:D004135	DB11480
MESH:D004137	DB11831
MESH:D015237	DB12789
MESH:D015232	DB00917
MESH:C010714	DB01160
MESH:D004143	DB11089
MESH:C039602	DB11259
MESH:D004145	DB08995
MESH:C004839	DB11221
MESH:C100262	DB13347
