MeshID	DrugBankIDs
MESH:C000006	DB00071
MESH:C541917	DB05490
MESH:C554129	DB15131
MESH:C050739	DB00069
MESH:C554150	DB00011
MESH:C554126	DB00018
MESH:D016898	DB05258
MESH:D000077190	DB00105
MESH:D000068556	DB00060
MESH:D000068576	DB00068
MESH:C554125	DB00033
MESH:D016753	DB12880
MESH:D053590	DB00026
MESH:D015847	DB12182
MESH:D015851	DB11997
MESH:C081834	DB12868
MESH:D007444	DB00638
MESH:C008133	DB09344
MESH:C553340	DB11966
MESH:C005886	DB13428
MESH:C093233	DB12407
MESH:C010999	DB13755
MESH:C073259	DB09403
MESH:D007451	DB08948
MESH:D007455	DB05382
MESH:D007458	DB04711
MESH:C044834	DB01249
MESH:C010473	DB13813
MESH:D007465	DB15445
MESH:D007468	DB13568
MESH:D004103	DB09115
MESH:C099787	DB03752
MESH:C100278	DB13539
MESH:D020367	DB09480
MESH:C016525	DB13701
MESH:D007471	DB13741
MESH:D007472	DB01362
MESH:C063038	DB14971
MESH:C057937	DB11705
MESH:D007479	DB08947
MESH:D007480	DB08946
MESH:C053571	DB13861
MESH:D007481	DB01187
MESH:C038192	DB09156
MESH:D007483	DB09133
MESH:C033300	DB09487
MESH:C014617	DB08945
MESH:C054871	DB09134
MESH:D007485	DB09313
MESH:C055357	DB09135
MESH:C002587	DB13444
MESH:C114611	DB12370
MESH:D007486	DB13293
MESH:D007487	DB09333
MESH:C572941	DB11698
MESH:D009241	DB00332
MESH:C009742	DB13541
MESH:C018986	DB13618
MESH:D007488	DB13496
MESH:C010474	DB09247
MESH:D007490	DB04818
MESH:C573126	DB14888
MESH:D000077405	DB01029
MESH:D000077146	DB00762|DB05482
MESH:C074308	DB06138
MESH:C102714	DB05786
MESH:D007501	DB01592
MESH:D007505	DB00893
MESH:C557707	DB12208
MESH:C055066	DB11209
MESH:C520511	DB02292
MESH:C469852	DB05444
MESH:C041836	DB13056
MESH:D007510	DB02095
MESH:C037902	DB11593
MESH:C061136	DB04860
MESH:C508735	DB11633
MESH:C016927	DB13540
MESH:C000593612	DB15067
MESH:C011001	DB08944
MESH:C043913	DB12630
MESH:C022871	DB11288
MESH:C020380	DB02531
MESH:D007520	DB01247
MESH:C052985	DB02793
MESH:C034219	DB01727
MESH:C020382	DB08943
MESH:D007528	DB00221
MESH:C036643	DB14188
MESH:C065592	DB14640
MESH:D007530	DB00753
MESH:D007531	DB00677
MESH:D007532	DB00167
MESH:C032487	DB02041
MESH:C008192	DB06706
MESH:D007538	DB00951
MESH:D007541	DB11933
MESH:C004809	DB04714
MESH:C029683	DB02296
MESH:C027061	DB05668
MESH:C008205	DB13966
MESH:D007544	DB01862
MESH:D007545	DB01064
MESH:C016527	DB12665
MESH:C039109	DB04329
MESH:D007547	DB09401
MESH:C030397	DB01020
MESH:D007548	DB00883
MESH:C025484	DB09136
MESH:C008214	DB08802
MESH:D015474	DB00982
MESH:C008216	DB03750
MESH:C415327	DB12938
MESH:C013580	DB08942
MESH:D007556	DB08941
MESH:C508757	DB06188
MESH:D017275	DB00270
MESH:C468128	DB06157
MESH:C111599	DB11757
MESH:C542292	DB05899
MESH:C000625407	DB15039
MESH:C102254	DB04924
MESH:D017964	DB01167
MESH:D000077550	DB09083
MESH:C545203	DB08820
MESH:D007559	DB00602
MESH:C000627630	DB14568
MESH:C430592	DB04845
MESH:C548400	DB09570
MESH:C000629978	DB13957
MESH:C082008	DB03850
MESH:C120671	DB02668
MESH:C568210	DB12027
MESH:C527554	DB13936
MESH:C000599304	DB13113
MESH:C000630150	DB11867
MESH:C000604309	DB12504
MESH:C000599181	DB12632
MESH:C000632387	DB15173
MESH:C000655225	DB15358
MESH:C034743	DB14252
MESH:D015570	DB01321
MESH:C509700	DB09101
MESH:C578010	DB13095
MESH:C054968	DB09092
MESH:C584679	DB13165
MESH:C489776	DB03616
MESH:C006552	DB01852
MESH:C527142	DB05560
MESH:C013079	DB01668
MESH:D007610	DB13197
MESH:D007612	DB01172
MESH:D007616	DB01575
MESH:D007618	DB10535
MESH:C478108	DB03176
MESH:C100280	DB08940
MESH:D007649	DB01221
MESH:D007650	DB12465
MESH:C002072	DB01587
MESH:C012394	DB06738
MESH:D007654	DB01026
MESH:D007656	DB08845
MESH:D007660	DB01009
MESH:D020910	DB00465
MESH:D007665	DB00920
MESH:C032808	DB05299
MESH:C065629	DB02742
MESH:D007701	DB11336
MESH:D015939	DB09309
MESH:C011890	DB01759
MESH:C570748	DB05903
MESH:C522536	DB05644
MESH:C068980	DB04934
MESH:C092296	DB15215
MESH:C103873	DB12232
MESH:C466985	DB05498
MESH:D007736	DB11937
MESH:C025509	DB04217
MESH:C122089	DB02009
MESH:D007741	DB00598
MESH:C060285	DB09236
MESH:C014634	DB03776
MESH:D019344	DB03066|DB04398|DB06768|DB14475
MESH:C014635	DB12942
MESH:D007785	DB04465
MESH:D007792	DB00581
MESH:C076948	DB12770
MESH:D019259	DB00709
MESH:D000077213	DB00555
MESH:C018548	DB13467
MESH:C077049	DB12212
MESH:C000619516	DB14801
MESH:C411474	DB12799
MESH:D007809	DB11112
MESH:D007810	DB03696
MESH:C081981	DB06245
MESH:C060347	DB06791
MESH:D064747	DB00448
MESH:C119467	DB06792
MESH:D000077341	DB01259
MESH:C041218	DB09376
MESH:C476223	DB06685
MESH:C483604	DB05817
MESH:C531079	DB12984
MESH:C000609083	DB14723
MESH:D007832	DB11423
MESH:C554777	DB11732
MESH:C111332	DB06202
MESH:D000077338	DB00654
MESH:C010119	DB11725
MESH:C037067	DB02621
MESH:C037068	DB08080
MESH:C030358	DB03017
MESH:C045718	DB14566
MESH:C005090	DB04744
MESH:C000597117	DB15412
MESH:C518273	DB12568
MESH:C534891	DB12412
MESH:C500836	DB12540
MESH:C586541	DB09027
MESH:C000591018	DB12430|DB12825
MESH:D000077339	DB01097
MESH:C107918	DB04863
MESH:C000634104	DB11951
MESH:C510896	DB04980
MESH:D000077269	DB00480
MESH:D000078224	DB13144
MESH:D007912	DB13480
MESH:C531958	DB09078
MESH:C083544	DB00001
MESH:D020738	DB05098
MESH:C483019	DB04973
MESH:C060343	DB00528
MESH:C400711	DB15095
MESH:C115094	DB12964
MESH:C000593471	DB11560
MESH:C545087	DB05404|DB11920
MESH:C075568	DB04970
MESH:C119379	DB06469
MESH:C000588473	DB12070
MESH:C018578	DB08939
MESH:C080736	DB12663
MESH:D000077289	DB01006
MESH:D007930	DB00149
MESH:C094802	DB02386
MESH:D002955	DB00650
MESH:D053605	DB06562
MESH:D007975	DB12961
MESH:D017997	DB08855
MESH:D017998	DB11858
MESH:D016729	DB00007
MESH:D007977	DB00504
MESH:D007978	DB00848
MESH:C542574	DB09237
MESH:D000077287	DB01202|DB11868
MESH:D002040	DB01210
MESH:D000077554	DB01002
MESH:C047340	DB01106
MESH:C472067	DB06282
MESH:D007980	DB01235
MESH:C035420	DB13313
MESH:D064704	DB01137
MESH:D058766	DB11596
MESH:D000078862	DB08918
MESH:D016912	DB00367
MESH:D054816	DB06793
MESH:D007981	DB00854
MESH:C032246	DB02239|DB13800|DB14514
MESH:C403051	DB05038
MESH:C059213	DB09233
MESH:C430123	DB03932
MESH:C000624432	DB14779
MESH:C586458	DB12561
MESH:C080883	DB12755
MESH:C061121	DB13066
MESH:C008277	DB13397
MESH:C088092	DB04725
MESH:D008012	DB00281
MESH:D008013	DB13766
MESH:C059343	DB12448
MESH:C575157	DB11611
MESH:C016537	DB11183
MESH:C523483	DB08890
MESH:D000069476	DB08882
MESH:D008034	DB01627
MESH:D000069349	DB00601
MESH:D019787	DB14104
MESH:C061017	DB13806
MESH:C000630574	DB14986
MESH:D008043	DB11357
MESH:C002385	DB13400
MESH:D000069450	DB06655
MESH:D000069478	DB01255
MESH:D017706	DB00722
MESH:C025189	DB12406
MESH:D008090	DB00589
MESH:D008094	DB01356
MESH:D016651	DB14509
MESH:C070669	DB14507
MESH:C028467	DB14506
MESH:C038377	DB14508
MESH:C057048	DB15038
MESH:C000591843	DB11861
MESH:C479460	DB09265
MESH:C409452	DB06666
MESH:C502536	DB05446
MESH:C066228	DB13049
MESH:C546215	DB09198
MESH:D008120	DB05137
MESH:C063638	DB12531
MESH:C017471	DB10852
MESH:C532120	DB11927
MESH:C021702	DB06794
MESH:C034846	DB09174
MESH:D008127	DB13411
MESH:C025655	DB04948
MESH:C053091	DB00978
MESH:C052424	DB14065
MESH:C045894	DB12769
MESH:C000592793	DB11954
MESH:D008130	DB01206
MESH:C115354	DB06448
MESH:C017472	DB13432
MESH:C016371	DB06266
MESH:D008139	DB00836
MESH:C066043	DB14661
MESH:D061466	DB01601
MESH:C054920	DB00447
MESH:D017336	DB00455
MESH:D008140	DB00186
MESH:C015970	DB13653
MESH:C506658	DB04871
MESH:C000590786	DB12130
MESH:C023842	DB13872
MESH:C059451	DB06725
MESH:C031101	DB09187
MESH:C493743	DB15443
MESH:C579429	DB12089
MESH:D019808	DB00678
MESH:D000069559	DB00873|DB14596
MESH:D008148	DB00227
MESH:D008152	DB00408
MESH:C040656	DB09212
MESH:C039993	DB12884
MESH:C568461	DB12711
MESH:C000609766	DB12748
MESH:C109644	DB06555
MESH:D000068238	DB01046
MESH:D008154	DB04967
MESH:C502722	DB04897
MESH:C010389	DB14492
MESH:C112528	DB08933
MESH:C000604694	DB15441
MESH:C569105	DB09280
MESH:D000078102	DB06708
MESH:C473384	DB01283
MESH:C010480	DB12622
MESH:C049643	DB11425
MESH:D000069056	DB08815
MESH:C091719	DB12222
MESH:C000611387	DB13125
MESH:D014975	DB00137
MESH:D007986	DB14741
MESH:D047311	DB15584
MESH:C447941	DB13985
MESH:C534551	DB05096
MESH:C557799	DB11911
MESH:C529350	DB05141
MESH:C569652	DB05165
MESH:C115121	DB06249
MESH:C479889	DB12988
MESH:C008959	DB13477
MESH:D000077276	DB11231
MESH:D008194	DB00256
MESH:D008234	DB12474
MESH:D008236	DB14642
MESH:C520599	DB05115
MESH:D008238	DB04829
MESH:D008239	DB00123
MESH:C026223	DB03438
MESH:C479501	DB12334
MESH:C502026	DB14129
MESH:C582727	DB13074
MESH:C533860	DB05367|DB08932
MESH:C000592783	DB14821
MESH:C001669	DB14037
MESH:C093443	DB15532
MESH:C018091	DB11525
MESH:D008272	DB06795
MESH:C048341	DB12083
MESH:C016545	DB08938
MESH:D008274	DB14513
MESH:C000656591	DB13996
MESH:C005479	DB09481
MESH:D015636	DB09407
MESH:C110422	DB11110
MESH:C091418	DB11189
MESH:D008276	DB09104
MESH:C104468	DB13786
MESH:D008277	DB01377
MESH:C517394	DB13486
MESH:C030781	DB13862
MESH:C496892	DB01397
MESH:D008278	DB00653
MESH:C001671	DB09281
MESH:C005095	DB03895
MESH:C000626256	DB14051|DB14052
MESH:D008294	DB00772
MESH:C030272	DB04299
MESH:C030298	DB12751
MESH:C013098	DB02649
MESH:D008315	DB03057
MESH:C030290	DB02175
MESH:D008316	DB04524
MESH:C008315	DB12583
MESH:D008320	DB03323
MESH:C009819	DB02237
MESH:C037938	DB13218
MESH:D008345	DB06757
MESH:C021053	DB14371
MESH:C054218	DB09238
MESH:D008353	DB00742
MESH:D008358	DB12907
MESH:C027693	DB11848
MESH:C100121	DB13334
MESH:D008376	DB00934
MESH:D000077592	DB04835
MESH:C080260	DB11426
MESH:C400401	DB06234
MESH:C100342	DB00786
MESH:C475865	DB11762
MESH:C518176	DB11427
MESH:D058965	DB15081
MESH:C000605558	DB14979
MESH:C000656146	DB15278
MESH:C526575	DB11526
MESH:D009637	DB00179
MESH:C068935	DB04200
MESH:C000599953	DB12875
MESH:C581397	DB13004
MESH:C051883	DB06272
MESH:C545207	DB05718
MESH:C003706	DB13448
MESH:D008454	DB00579
MESH:C000608114	DB12345
MESH:C088380	DB02341
MESH:C540278	DB08899
MESH:C000597890	DB13062
MESH:C004343	DB09248
MESH:D008463	DB00643
MESH:C005096	DB12554
MESH:C005139	DB13808
MESH:C015979	DB13522
MESH:C008338	DB13430
MESH:D008464	DB00657
MESH:C000604197	DB01277
MESH:D008466	DB00888
MESH:D008468	DB00737
MESH:C100122	DB13092
MESH:D008469	DB00939
MESH:D002504	DB13758
MESH:C019476	DB03614
MESH:D008472	DB13437
MESH:D020926	DB11428
MESH:C034065	DB13219
MESH:D008520	DB13401
MESH:D008524	DB09124
MESH:D017258	DB00603
MESH:C100283	DB00253
MESH:D008528	DB00784
MESH:C000450	DB13852
MESH:D015767	DB00358
MESH:D008529	DB13405
MESH:D019290	DB00351
MESH:D000077485	DB13732
MESH:D015093	DB04377
MESH:C005040	DB13272
MESH:C109573	DB13616
MESH:D008549	DB12864
MESH:D008550	DB01065
MESH:D008552	DB11529|DB14659
MESH:C005100	DB13384
MESH:C090438	DB13068
MESH:C015339	DB01681
MESH:D000077239	DB00814
MESH:D008558	DB01042
MESH:D008559	DB01043
MESH:C107754	DB12538
MESH:C023885	DB14650
MESH:C042455	DB14936
MESH:C030814	DB12148
MESH:D008613	DB13633
MESH:C005101	DB04843
MESH:D008614	DB00454
MESH:C548233	DB13108
MESH:D008615	DB13583
MESH:C100282	DB13754
MESH:D008616	DB01365
MESH:D008617	DB00532
MESH:D008618	DB00849
MESH:C015340	DB13530
MESH:C008351	DB09197
MESH:C050699	DB09227
MESH:D008619	DB00961
MESH:C008352	DB09383
MESH:D008620	DB00371
MESH:D008621	DB13478
MESH:C009760	DB09516
MESH:C006069	DB01071
MESH:D008622	DB13392
MESH:D008623	DB03345
MESH:D015122	DB01033
MESH:D008627	DB13765
MESH:C028431	DB13344
MESH:C025718	DB04445
MESH:D000077731	DB00760
MESH:D008634	DB09338
MESH:D019804	DB00244
MESH:D015080	DB09110
MESH:C031468	DB02577
MESH:D008653	DB00933
MESH:C008375	DB03589
MESH:D008655	DB13587
MESH:D008656	DB01357
MESH:C011911	DB13356
MESH:C100077	DB13675
MESH:D009921	DB00816
MESH:D008680	DB00610
MESH:C577479	DB11975
MESH:C011301	DB00660
MESH:D008711	DB13520
MESH:D008687	DB00331
MESH:D016210	DB06709
MESH:C035909	DB01675
MESH:D008690	DB00931
MESH:D008691	DB00333
MESH:D008692	DB01433|DB01555
MESH:C005194	DB13143
MESH:C014655	DB14972
MESH:D008694	DB01577
MESH:C005195	DB13836
MESH:D008696	DB13586
MESH:C005109	DB13058
MESH:D000077771	DB00940
MESH:D008701	DB04819
MESH:D008702	DB04833
MESH:C084822	DB00463
MESH:D008704	DB00703
MESH:C044642	DB00902
MESH:D008709	DB06799
MESH:D008710	DB13710
MESH:D008712	DB01603
MESH:D008713	DB00763
MESH:C100285	DB13321
MESH:D008715	DB00134
MESH:D008717	DB14103
MESH:D008720	DB13641
MESH:C005111	DB00340
MESH:D008721	DB00423
MESH:D008723	DB00474
MESH:D008727	DB00563
MESH:D008728	DB01403
MESH:D008729	DB00723
MESH:D008730	DB00553
MESH:C005214	DB06328
MESH:D008732	DB14010
MESH:D008733	DB01028
MESH:C005157	DB13624
MESH:C100286	DB05246
MESH:D008736	DB00232
MESH:C582069	DB12416
MESH:C445068	DB05983
MESH:C517804	DB12563
MESH:C027451	DB01828
MESH:C006649	DB13833
MESH:C031552	DB04046
MESH:C005219	DB02806
MESH:D008747	DB11228
MESH:C038868	DB04361
MESH:D008750	DB00968
MESH:D008751	DB09241
MESH:C027474	DB14078
MESH:D008755	DB00353
MESH:C073330	DB13533
MESH:C027020	DB01642
MESH:C515760	DB12969
MESH:C008461	DB12765
MESH:C008462	DB04337
MESH:D008764	DB04183
MESH:C015357	DB04045
MESH:C032257	DB06800
MESH:C008473	DB13882
MESH:C015358	DB14212
MESH:C004347	DB13733
MESH:D008774	DB00422
MESH:C527238	DB02845
MESH:D008775	DB00959
MESH:C078007	DB14643
MESH:D008776	DB14644
MESH:C033069	DB09543
MESH:D008777	DB06710
MESH:D008778	DB02896
MESH:D008779	DB13644
MESH:C000618837	DB08711
MESH:C084583	DB01107
MESH:D008784	DB00247
MESH:D008785	DB08805
MESH:D014290	DB01214
MESH:C010242	DB13614
MESH:D008787	DB01233
MESH:C032943	DB00416|DB01336
MESH:D008788	DB00524
MESH:C005260	DB13591
MESH:C006308	DB04655
MESH:D008790	DB00264
MESH:C027473	DB09306
MESH:C415771	DB09046
MESH:D015741	DB02998
MESH:D008793	DB01578
MESH:D008794	DB09346
MESH:D008795	DB00916
MESH:C050296	DB03656
MESH:C008522	DB09224
MESH:D008797	DB01011
MESH:D008798	DB03518
MESH:C012258	DB06693
MESH:C014262	DB15489
MESH:D008801	DB00379
MESH:D008802	DB00948
MESH:D008803	DB06148
MESH:D020748	DB01388
MESH:C100075	DB11429
MESH:D000077551	DB01141
MESH:D008825	DB01110
MESH:C037545	DB13274
MESH:D008874	DB00683
MESH:C026483	DB13456
MESH:D008879	DB00211
MESH:C059539	DB06595
MESH:C037144	DB13615
MESH:D015735	DB00834
MESH:C090092	DB14872
MESH:C045621	DB00491
MESH:C059896	DB00419
MESH:D000078764	DB04896
MESH:D020105	DB00235
MESH:C039128	DB09031
MESH:D008898	DB01055
MESH:C006149	DB00805
MESH:D008899	DB11057
MESH:D008911	DB01017
MESH:D008914	DB00350
MESH:D015644	DB13287
MESH:C524142	DB05528
MESH:C520025	DB08893
MESH:C000608559	DB14982
MESH:C581159	DB12851
MESH:C069209	DB09175
MESH:C528396	DB11792
MESH:C000598618	DB11825
MESH:D000078785	DB00370|DB06678
MESH:C000607289	DB12489
MESH:D008920	DB11716
MESH:D016595	DB00929
MESH:C103741	DB06587
MESH:C087255	DB01252
MESH:D008927	DB13543
MESH:D008935	DB12967
MESH:D008936	DB12916
MESH:C051076	DB12117
MESH:D016685	DB00305
MESH:C429014	DB05063
MESH:D008939	DB00648
MESH:D008942	DB01204
MESH:C000632247	DB15599
MESH:D000077590	DB01226
MESH:C076170	DB12523
MESH:C010052	DB12617
MESH:C574738	DB11910
MESH:C518174	DB11629
MESH:C487303	DB12055
MESH:C532496	DB13029
MESH:C000603531	DB15371
MESH:C569338	DB12471
MESH:C578009	DB11575
MESH:C573816	DB12158
MESH:C000600429	DB15249
MESH:C540393	DB11929
MESH:C000619418	DB11968
MESH:C559815	DB11899
MESH:C518940	DB13061
MESH:C550258	DB05220
MESH:C008534	DB01442
MESH:C523184	DB11830
MESH:D020912	DB01171
MESH:D000077408	DB00745|DB06413
MESH:C058302	DB00691
MESH:C059506	DB14210
MESH:C002374	DB13629
MESH:C082430	DB12525
MESH:D008972	DB01618
MESH:D008981	DB09282
MESH:D008982	DB11137
MESH:C022261	DB02137
MESH:D000068656	DB00764|DB14512
MESH:C400223	DB04331
MESH:D008985	DB11430
MESH:C006429	DB00600
MESH:C008544	DB02576
MESH:C047806	DB15339
MESH:C025343	DB06801
MESH:C035359	DB03758
MESH:C046010	DB02423
MESH:C093875	DB00471
MESH:C005209	DB13554
MESH:C037579	DB13558
MESH:D016293	DB00680
MESH:C547405	DB15098
MESH:C027859	DB09285
MESH:C005267	DB13597
MESH:C038993	DB13417
MESH:D009020	DB00295
MESH:C035349	DB06409
MESH:C037574	DB13669
MESH:C046384	DB13676
MESH:C062720	DB11675
MESH:C000625785	DB05575
MESH:C437683	DB05428
MESH:C102825	DB05296
MESH:C010832	DB13368
MESH:C093605	DB04738
MESH:D009070	DB04570
MESH:C004490	DB12251
MESH:C011310	DB13418
MESH:C027837	DB11431
MESH:D000077266	DB00218
MESH:D013948	DB09205
MESH:C043482	DB09242
MESH:C525087	DB06021
MESH:C521047	DB12742
MESH:C556268	DB13993
MESH:D016712	DB00410
MESH:C500085	DB06510
MESH:C000629572	DB14777
MESH:D009118	DB12458
MESH:D009156	DB13801
MESH:D009173	DB00688|DB01024
MESH:C000605992	DB14921
MESH:C040015	DB02375
MESH:D019814	DB08231
MESH:C587573	DB11605
MESH:C040323	DB08226
MESH:C030517	DB04741
MESH:C000594645	DB12853
MESH:C553747	DB11804
MESH:C576398	DB12579
MESH:C559614	DB12428
MESH:C557781	DB14822
MESH:C529879	DB02307
MESH:C494414	DB05501
MESH:C059685	DB06445
MESH:C058306	DB13011
MESH:C484278	DB12463
MESH:C550600	DB14904
MESH:C581609	DB12288
MESH:C550549	DB13059
MESH:C020184	DB02810
MESH:C485107	DB05407
MESH:C058815	DB03693
MESH:C080955	DB14060
MESH:C058332	DB11880
MESH:C548173	DB11977
MESH:C078131	DB02255
MESH:C422302	DB06573
MESH:C407002	DB04862
MESH:C521311	DB06624
MESH:C544830	DB06309
MESH:C568078	DB12886
MESH:C512204	DB08873
MESH:C568512	DB11671
MESH:C439829	DB06370
MESH:C468872	DB12505
MESH:C541863	DB12567
MESH:C068250	DB02855
MESH:C575263	DB12044
MESH:C550356	DB12064
MESH:C513486	DB06080
MESH:C000608232	DB14895
MESH:C102991	DB06465
MESH:C055412	DB03458
MESH:C452423	DB05294
MESH:C552705	DB11871
MESH:C479831	DB01950
MESH:C094382	DB12574
MESH:C484864	DB05969
MESH:C584004	DB12501
MESH:C534068	DB11941
MESH:C084956	DB05511
MESH:C549971	DB12686
MESH:C585982	DB15203
MESH:C401312	DB12980
MESH:C000605814	DB11726
MESH:C011941	DB00486
MESH:C587251	DB14011
MESH:D000077430	DB00461
MESH:C010530	DB02518
MESH:C098108	DB02320
MESH:C064104	DB15423
MESH:C021606	DB04622
MESH:C000015	DB01985
MESH:C002022	DB12536
MESH:C006379	DB01646
MESH:D019158	DB11797
MESH:C455275	DB03218
MESH:C055247	DB03360
MESH:C012162	DB02340
MESH:C006389	DB04275
MESH:C025787	DB11102
MESH:C500617	DB05434
MESH:D009243	DB00157|DB14128
MESH:C062127	DB12447
MESH:D009248	DB01203
MESH:D009249	DB03461
MESH:D017762	DB08813
MESH:C032855	DB12598
MESH:D017274	DB00666
MESH:D009254	DB00607
MESH:D009257	DB13588
MESH:C005272	DB13680
MESH:C029178	DB00735
MESH:C064357	DB12092
MESH:C112850	DB12075
MESH:D009266	DB00844
MESH:C000620491	DB11691
MESH:D009268	DB00779
MESH:C038981	DB06230
MESH:D009269	DB11490
MESH:C000589308	DB09049
MESH:D009270	DB01183
MESH:C487758	DB05476
MESH:C085590	DB06178
MESH:C504327	DB14705
MESH:C068769	DB01737
MESH:D009271	DB00704
MESH:C511631	DB05562
MESH:C531200	DB12124
MESH:C005264	DB02045
MESH:D009277	DB13169
MESH:D000077603	DB08804
MESH:C008580	DB00984
MESH:C000621033	DB12155
MESH:D009278	DB06711
MESH:C056940	DB04640
MESH:D009288	DB00788
MESH:C111751	DB06682
MESH:C543500	DB12807
MESH:C000627869	DB12036
MESH:C013612	DB11432
MESH:C106783	DB00952
MESH:C005273	DB03467
MESH:C552043	DB14760
MESH:D010866	DB00826
MESH:D000077715	DB00731
MESH:D020097	DB04899
MESH:C517861	DB12662
MESH:C528561	DB12340
MESH:C000655606	DB15439
MESH:C047207	DB08508
MESH:C455276	DB04295
MESH:C578068	DB06137
MESH:C500252	DB02481
MESH:C038541	DB03535
MESH:C460599	DB05819
MESH:C032462	DB03659
MESH:C043410	DB06633
MESH:C499887	DB05410
MESH:C546012	DB11763
MESH:C552340	DB11808
MESH:C020464	DB02011
MESH:C488396	DB04808
MESH:C433466	DB14849
MESH:D000068577	DB04861
MESH:C005248	DB04440
MESH:C053989	DB13145
MESH:D017835	DB00716
MESH:C051752	DB01149
MESH:C058876	DB13082
MESH:D009340	DB12293
MESH:C000623125	DB13138
MESH:C104457	DB01280
MESH:D019888	DB00220
MESH:C546600	DB12555
MESH:C095919	DB13239
MESH:C543520	DB06600
MESH:C032372	DB04408
MESH:D009354	DB15318
MESH:D009355	DB00994
MESH:D009356	DB11589
MESH:D019798	DB15050
MESH:C034902	DB12989
MESH:D009388	DB01400
MESH:C414203	DB06802
MESH:C109487	DB12979
MESH:C057040	DB11433
MESH:C114144	DB04926
MESH:C487932	DB11828
MESH:C101289	DB12714
MESH:D020932	DB12620
MESH:C000603944	DB13931
MESH:C569672	DB12201
MESH:D009428	DB00955
MESH:C115174	DB09199
MESH:C508854	DB09048
MESH:D009478	DB11788
MESH:D019829	DB00238
MESH:C468119	DB05559
MESH:D009239	DB04464
MESH:C105266	DB04113
MESH:C506841	DB05186
MESH:C065027	DB03305
MESH:D019331	DB12750
MESH:C081704	DB01695
MESH:D009525	DB00627
MESH:D009536	DB02701
MESH:D009526	DB04820
MESH:C021062	DB13687
MESH:C042625	DB06397
MESH:D009529	DB00622
MESH:D009530	DB00699
MESH:D009531	DB13441
MESH:C029938	DB14180
MESH:D009534	DB06803
MESH:C473307	DB12911
MESH:C100123	DB13422
MESH:C008549	DB13454
MESH:D020108	DB09220
MESH:C018613	DB14933
MESH:D009537	DB03227
MESH:C002953	DB02382
MESH:D009538	DB00184
MESH:D009540	DB04145
MESH:D009543	DB01115
MESH:C005249	DB13407
MESH:D009544	DB04552
MESH:D009545	DB13724
MESH:C013150	DB13855
MESH:C004562	DB11436
MESH:D009547	DB11820
MESH:C002848	DB13730
MESH:C029924	DB13325
MESH:D009550	DB14056
MESH:C054074	DB09239|DB14068
MESH:D009552	DB13655
MESH:C011952	DB12939
MESH:C019497	DB09240
MESH:C021277	DB00665
MESH:C035100	DB06712
MESH:C012655	DB04743
MESH:D009553	DB00393
MESH:D009554	DB12172
MESH:D015376	DB13069
MESH:C530716	DB09079
MESH:D009556	DB13031
MESH:C102282	DB04947
MESH:C030278	DB08849
MESH:C073716	DB13760
MESH:C545685	DB11793
MESH:D009560	DB13661
MESH:D015737	DB00401
MESH:C063340	DB14646
MESH:C011386	DB09186
MESH:C015389	DB11437
MESH:C041747	DB00507
MESH:C552304	DB12306
MESH:C464843	DB11438
MESH:C077073	DB00348
MESH:D009567	DB01595
MESH:D009568	DB01054
MESH:D009569	DB00435
MESH:D009571	DB03040
MESH:D019335	DB04223
MESH:C102148	DB12445
MESH:C021720	DB11592
MESH:D009582	DB00698
MESH:D009583	DB00336
MESH:D009584	DB09152
MESH:C037454	DB14645
MESH:D005996	DB00727
MESH:C008644	DB04214
MESH:D009599	DB00325
MESH:D009608	DB09112
MESH:D009609	DB06690
MESH:C005308	DB01422
MESH:D016567	DB00585
MESH:C016910	DB13546
MESH:D018817	DB01454
MESH:C065420	DB01911
MESH:C520612	DB12220
MESH:C008472	DB08840
MESH:C038678	DB12521
MESH:D019832	DB11315
MESH:C573792	DB12715
MESH:C502805	DB05518
MESH:C027494	DB03709
MESH:C000629929	DB12192
MESH:C060076	DB06796
MESH:C571029	DB12591
MESH:C532570	DB05050
MESH:C038927	DB01460
MESH:C000598526	DB15009
MESH:C018524	DB01686
MESH:D004130	DB01488
MESH:C004845	DB14192
MESH:D015739	DB08313
MESH:C446819	DB03157
MESH:C099178	DB12912
MESH:C047637	DB11636
MESH:C038501	DB13981
MESH:D009627	DB04821
MESH:C000592276	DB13933
MESH:D017137	DB06804
MESH:C010494	DB08453
MESH:C099823	DB15201
MESH:C055059	DB03540
MESH:D003708	DB14028
MESH:D008771	DB06707
MESH:C449219	DB06713
MESH:D009638	DB00368
MESH:D009639	DB12787
MESH:D009640	DB00717
MESH:C024319	DB14678
MESH:D009641	DB09371
MESH:C005310	DB13378
MESH:D009643	DB01059
MESH:C063006	DB13116
MESH:C017576	DB00957
MESH:C100284	DB11440
MESH:D009644	DB09389
MESH:D009645	DB13563
MESH:D009646	DB15458
MESH:C005845	DB11609
MESH:C005331	DB01486
MESH:D009661	DB00540
MESH:C005313	DB04185
MESH:D009665	DB06174
MESH:C529375	DB05393
MESH:D009675	DB01051
MESH:C488980	DB05464
MESH:C581096	DB12578
MESH:C032753	DB14202
MESH:D009677	DB13838
MESH:C520571	DB12129
MESH:C038780	DB02406
MESH:C514351	DB05992
MESH:C560620	DB12012
MESH:C000601594	DB12030
MESH:C064541	DB12549
MESH:C115774	DB02690
MESH:C588088	DB15057
MESH:C000590926	DB13161
